Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,
12-Jan-19,,,Saturday,12,"$41,458,012 ",47.50%,-15.10%,52,The_Upside,"$7,864,742 ",https://www.rottentomatoes.com/m/The_Upside,
11-Jan-19,,,Friday,11,"$28,100,212 ",247%,-27.70%,51,The_Upside,"$6,928,354 ",https://www.rottentomatoes.com/m/The_Upside,
10-Jan-19,,,Thursday,10,"$8,098,409 ",-13.90%,-63.20%,48,Aquaman,"$2,002,266 ",https://www.rottentomatoes.com/m/Aquaman,
9-Jan-19,,,Wednesday,9,"$9,403,436 ",-34.50%,-62.50%,50,Aquaman,"$2,134,441 ",https://www.rottentomatoes.com/m/Aquaman,
8-Jan-19,,,Tuesday,8,"$14,364,595 ",43.90%,-72.70%,50,Aquaman,"$3,852,619 ",https://www.rottentomatoes.com/m/Aquaman,
7-Jan-19,,,Monday,7,"$9,979,794 ",-68.10%,-72.50%,48,Aquaman,"$2,583,295 ",https://www.rottentomatoes.com/m/Aquaman,
6-Jan-19,,,Sunday,6,"$31,293,715 ",-35.90%,-38.60%,52,Aquaman,"$8,561,508 ",https://www.rottentomatoes.com/m/Aquaman,
5-Jan-19,,,Saturday,5,"$48,843,884 ",25.70%,-16%,52,Aquaman,"$13,053,690 ",https://www.rottentomatoes.com/m/Aquaman,
4-Jan-19,,,Friday,4,"$38,870,140 ",76.70%,-31.40%,52,Aquaman,"$9,388,082 ",https://www.rottentomatoes.com/m/Aquaman,
3-Jan-19,,,Thursday,3,"$22,001,708 ",-12.10%,-57.40%,55,Aquaman,"$6,203,801 ",https://www.rottentomatoes.com/m/Aquaman,
2-Jan-19,,,Wednesday,2,"$25,043,176 ",-52.40%,-54.90%,53,Aquaman,"$7,379,476 ",https://www.rottentomatoes.com/m/Aquaman,
1-Jan-19,,New Year's Day,Tuesday,1,"$52,588,390 ",-0.30%,23.30%,53,Aquaman,"$16,377,779 ",https://www.rottentomatoes.com/m/Aquaman,
